full_path,class_label,fault_label,speed_pct,col_index,split,n_segments
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,29,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,29,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,0,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,0,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,0,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,1,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,1,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,1,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,4,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,4,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,4,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,5,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,5,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,5,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,6,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,6,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,6,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,7,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,7,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,7,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,8,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,8,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,8,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,9,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,9,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,9,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,10,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,10,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,10,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,11,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,11,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,11,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,12,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,12,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,12,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,13,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,13,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,13,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,14,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,14,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,14,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,15,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,15,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,15,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,16,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,16,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,16,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,17,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,17,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,17,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,18,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,18,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,18,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,19,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,19,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,19,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,20,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,20,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,20,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,21,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,21,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,21,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,22,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,22,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,22,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,23,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,23,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,23,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,24,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,24,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,24,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,25,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,25,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,25,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,26,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,26,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,26,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,27,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,27,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,27,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,28,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,28,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,28,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,29,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,29,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,29,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,30,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,30,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,30,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,31,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,31,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,31,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,32,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,32,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,32,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,33,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,33,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,33,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,34,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,34,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,34,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch1.csv,healthy 1,healthy 1,100,35,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch2.csv,healthy 1,healthy 1,100,35,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\healthy 1\Electric_Motor-2_100_time-healthy 1-ch3.csv,healthy 1,healthy 1,100,35,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch1.csv,stator short 1,stator short 1,50,0,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch2.csv,stator short 1,stator short 1,50,0,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch3.csv,stator short 1,stator short 1,50,0,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch1.csv,stator short 1,stator short 1,50,1,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch2.csv,stator short 1,stator short 1,50,1,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch3.csv,stator short 1,stator short 1,50,1,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch1.csv,stator short 1,stator short 1,50,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch2.csv,stator short 1,stator short 1,50,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch3.csv,stator short 1,stator short 1,50,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch1.csv,stator short 1,stator short 1,50,3,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch2.csv,stator short 1,stator short 1,50,3,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch3.csv,stator short 1,stator short 1,50,3,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch1.csv,stator short 1,stator short 1,50,4,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch2.csv,stator short 1,stator short 1,50,4,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\stator short 1\Electric_Motor-2_50_time-stator short 1-ch3.csv,stator short 1,stator short 1,50,4,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch1.csv,stator short 1,stator short 1,75,0,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch2.csv,stator short 1,stator short 1,75,0,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch3.csv,stator short 1,stator short 1,75,0,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch1.csv,stator short 1,stator short 1,75,1,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch2.csv,stator short 1,stator short 1,75,1,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch3.csv,stator short 1,stator short 1,75,1,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch1.csv,stator short 1,stator short 1,75,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch2.csv,stator short 1,stator short 1,75,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch3.csv,stator short 1,stator short 1,75,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch1.csv,stator short 1,stator short 1,75,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch2.csv,stator short 1,stator short 1,75,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch3.csv,stator short 1,stator short 1,75,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch1.csv,stator short 1,stator short 1,75,4,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch2.csv,stator short 1,stator short 1,75,4,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\stator short 1\Electric_Motor-2_75_time-stator short 1-ch3.csv,stator short 1,stator short 1,75,4,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch1.csv,stator short 1,stator short 1,100,0,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch2.csv,stator short 1,stator short 1,100,0,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch3.csv,stator short 1,stator short 1,100,0,val,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch1.csv,stator short 1,stator short 1,100,1,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch2.csv,stator short 1,stator short 1,100,1,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch3.csv,stator short 1,stator short 1,100,1,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch1.csv,stator short 1,stator short 1,100,2,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch2.csv,stator short 1,stator short 1,100,2,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch3.csv,stator short 1,stator short 1,100,2,test,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch1.csv,stator short 1,stator short 1,100,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch2.csv,stator short 1,stator short 1,100,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch3.csv,stator short 1,stator short 1,100,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch1.csv,stator short 1,stator short 1,100,4,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch2.csv,stator short 1,stator short 1,100,4,train,57
C:\Project Work\Dataset\Electric\Motor-2\100\stator short 1\Electric_Motor-2_100_time-stator short 1-ch3.csv,stator short 1,stator short 1,100,4,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch1.csv,bearing bpfo 3,bearing bpfo 3,50,0,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch2.csv,bearing bpfo 3,bearing bpfo 3,50,0,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch3.csv,bearing bpfo 3,bearing bpfo 3,50,0,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch1.csv,bearing bpfo 3,bearing bpfo 3,50,1,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch2.csv,bearing bpfo 3,bearing bpfo 3,50,1,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch3.csv,bearing bpfo 3,bearing bpfo 3,50,1,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch1.csv,bearing bpfo 3,bearing bpfo 3,50,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch2.csv,bearing bpfo 3,bearing bpfo 3,50,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch3.csv,bearing bpfo 3,bearing bpfo 3,50,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch1.csv,bearing bpfo 3,bearing bpfo 3,50,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch2.csv,bearing bpfo 3,bearing bpfo 3,50,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch3.csv,bearing bpfo 3,bearing bpfo 3,50,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch1.csv,bearing bpfo 3,bearing bpfo 3,50,4,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch2.csv,bearing bpfo 3,bearing bpfo 3,50,4,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch3.csv,bearing bpfo 3,bearing bpfo 3,50,4,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch1.csv,bearing bpfo 3,bearing bpfo 3,50,5,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch2.csv,bearing bpfo 3,bearing bpfo 3,50,5,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch3.csv,bearing bpfo 3,bearing bpfo 3,50,5,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch1.csv,bearing bpfo 3,bearing bpfo 3,50,6,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\bearing bpfo 3\Electric_Motor-2_50_time-bearing bpfo 3-ch2.csv,bearing bpfo 3,bearing bpfo 3,50,6,train,57
